UT	MJD	Telescope	Exp_time	Filter	mag	mag_err
2023-12-19 15:15:32.170	60297.63578899996	GIT	600.0	g	20.32795154859128	0.0997025248197135
2023-12-21 15:07:57.187	60299.63052299991	GIT	1200.0	i	20.217562129500628	0.0943656670957933
2023-12-21 15:24:17.395	60299.64186799992	GIT	600.0	r	20.07942940622495	0.0838492803688889
2023-12-21 15:35:11.270	60299.6494359998	GIT	600.0	g	20.363711028860106	0.0946323612746567
2023-12-23 13:05:16.944	60301.54533499992	GIT	600.0	r	19.819243642836213	0.1089704189445246
2023-12-23 13:30:45.101	60301.56302199978	GIT	600.0	g	19.73640526937749	0.1078921272543107
2023-12-24 18:42:31.306	60302.77952900017	GIT	600.0	r	19.71971025620252	0.0783230011943891
2023-12-25 18:19:58.368	60303.76386999991	GIT	600.0	r	19.91900733232804	0.0887932879392645
2023-12-25 18:30:51.034	60303.77142400015	GIT	600.0	g	20.228090322887923	0.0829859768288576
2023-07-19 09:18:01.002	60144.38751159981	ZTF	30.0	ZTF_r	20.99796100220853	0.1585053844947771
2023-07-21 09:43:21.003	60146.40510419989	ZTF	30.0	ZTF_r	20.67775540553778	0.1308053313615062
2023-07-21 10:52:23.002	60146.45304400008	ZTF	30.0	ZTF_r	20.947329058374383	0.1581652351386411
2023-07-23 10:51:25.001	60148.452372699976	ZTF	30.0	ZTF_g	20.87689534587259	0.141489750050558
2023-07-25 10:13:11.004	60150.425821799785	ZTF	30.0	ZTF_g	20.744899518267705	0.1305854327188219
2023-07-25 10:50:08.002	60150.451481500175	ZTF	30.0	ZTF_r	20.556990087974196	0.133037250947097
