M31N	RA	DEC	UVIT field	Each Epoch detection	Discovery JD	MAG	MAG_err	Filt	T2	T2_err	alternative names	F148W mag	F148W err	F148W upper limit	F172M mag	F172M err	F172M upper limit	F169M mag	F169M err	F169M upper limit	N219M mag	N219M err	N219M upper limit	N279N mag	N279N err	N279N upper limit
1995-08e	00 : 43 : 08.41	 + 41 : 16 : 39.9	1	N	2449954.5	17.5		B			ShAl 42, [SI2001] 1995-06, AGPV0843	99	99	23.672	99	99	22.709	99	99	22.949	99	99	22.083	99	99	21.444
1995-08d	00 : 45 : 17.9	 + 41 : 45 : 02.0	8	N	2449954.5	18.4		Ha			[SI2001] 1995-09	99	99	23.084	99	99	22.105				99	99	22.055	99	99	21.441
1995-08c	00 : 43 : 44.73	 + 41 : 13 : 31.3	1	N	2449952.47	17		B			ShAl 41	99	99	23.601	99	99	22.922	99	99	22.947	99	99	22.083	99	99	21.526
1995-08b	00 : 42 : 46.60	 + 41 : 11 : 08.3	1	N	2449945.6	17.8		R	26		AGPV1577, [SI2001] 1995-04	99	99	23.789	99	99	22.988	99	99	22.626	99	99	22.083	99	99	21.526
1995-08a	00 : 42 : 43.75	 + 41 : 16 : 52.0	1	N	2449945.44	16.4		R			AGPV1578, [SI2001] 1995-03	99	99	22.439	99	99	21.85	99	99	21.887	99	99	21.263	99	99	20.372
1995-07c	00 : 42 : 26.41	 + 41 : 16 : 56.2	1	N	2449927.6	16.1		R	10		AGPV0392	99	99	23.675	99	99	22.826	99	99	22.626	99	99	22.083	99	99	21.526
1995-07b	00 : 38 : 43.13	 + 40 : 20 : 38.1	15	N	2449926.51	16.6		B			ShAl 40	99	99	23.345				99	99	25.281						
1995-07a	00 : 42 : 29.00	 + 41 : 13 : 36.1	1	N	2449925.62	18.2		R			AGPV1187, [SI2001] 1995-01	99	99	23.61	99	99	22.948	99	99	22.696	99	99	22.033	99	99	21.457
1994-10a	00 : 42 : 21.30	 + 41 : 20 : 28.7	1	N	2449631.46	18.4		R			AGPV1439	99	99	24.085	99	99	24.417	99	99	22.626	99	99	22.083	99	99	21.526
1994-09b	00 : 42 : 58.52	 + 41 : 15 : 49.8	1	Y	2449622.8	17.1		R	30		AGPV0391, TC96-001	22.251	0.051	99	21.742	0.092	99	21.853	0.124	99	21.38	0.2	99	21.767	0.37	99
1994-09a	00 : 42 : 42.08	 + 41 : 12 : 18.0	1	N	2449622.5	17.6		R			AGPV1576,TC96-094	99	99	23.706	99	99	22.946	99	99	22.814	99	99	22.083	99	99	21.463
1993-12a	00 : 41 : 47.8	 + 40 : 57 : 36.0	3	N	2449326.5	18.9		Ha			[SI2001] 1993-05	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1993-11d	00 : 42 : 07.71	 + 41 : 11 : 16.5	1	N	2449305.21	17.6		B			ShAl 38, [SI2001] 1993-08	99	99	24.03	99	99	23.306	99	99	22.626	99	99	22.083	99	99	21.526
1993-11c	00 : 42 : 50.10	 + 41 : 17 : 29.4	1	N	2449300.5	15.8		Ha			[SI2001] 1993-14	99	99	22.961	99	99	22.161	99	99	22.276	99	99	21.627	99	99	21.046
1993-11b	00 : 42 : 34.3	 + 41 : 22 : 11.0	1	N	2449300.5	15.5		Ha			[SI2001] 1993-10	99	99	24.097	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1993-11a	00 : 41 : 45.8	 + 41 : 06 : 00.0	3	N	2449300.5	18.5		Ha			[SI2001] 1993-03	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1993-10g	00 : 42 : 47.7	 + 41 : 18 : 01.0	1	N	2449279.5	16.7		Ha			RN: M31N 1964-01, [SI2001] 1993-13	99	99	23.32	99	99	22.479	99	99	22.636	99	99	21.793	99	99	21.017
1993-10f	00 : 42 : 01.2	 + 41 : 07 : 37.0	1	N	2449279.5	17.6		Ha			[SI2001] 1993-07	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1993-10e	00 : 41 : 50.0	 + 41 : 02 : 21.0	3	N	2449279.5	18.4		Ha			[SI2001] 1993-06	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1993-10d	00 : 41 : 47.6	 + 41 : 13 : 26.0	1	N	2449279.5	17.9		Ha			[SI2001] 1993-04	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1993-10c	00 : 41 : 25.9	 + 41 : 01 : 19.0	3	N	2449279.5	17.8		Ha			[SI2001] 1993-02	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1993-10b	00 : 41 : 12.8	 + 41 : 02 : 45.0	3	N	2449279.5	18.2		Ha			[SI2001] 1993-01	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1993-10a	00 : 41 : 55.60	 + 41 : 16 : 53.5	1	N	2449274.26	17.6		B			ShAl 37	99	99	24.248	99	99	23.766	99	99	22.626	99	99	22.083	99	99	21.526
1993-09c	00 : 42 : 54.3	 + 41 : 14 : 59.0	1	N	2449242.5	18.3		Ha			[SI2001] 1993-15	99	99	23.328	99	99	22.626	99	99	22.667	99	99	21.839	99	99	21.163
1993-09b	00 : 42 : 19.53	 + 41 : 14 : 04.1	1	N	2449242.5	16.2		Ha			[SI2001] 1993-09	99	99	23.7	99	99	22.978	99	99	22.926	99	99	22.064	99	99	21.472
1993-09a	00 : 43 : 49.7	 + 41 : 29 : 33.0	2	N	2449241.5	18.6		Ha			[SI2001] 1993-16	99	99	23.125	99	99	21.484				99	99	22.012	99	99	21.334
1993-08a	00 : 42 : 45.1	 + 41 : 14 : 27.0	1	N	2449206.5	15.9		R			[SI2001] 1993-11	99	99	23.069	99	99	22.095	99	99	22.064	99	99	21.63	99	99	20.904
1993-06a	00 : 42 : 49.18	 + 41 : 17 : 27.5	1	N	2449147.5	15.8		R				99	99	22.925	99	99	22.103	99	99	22.089	99	99	21.613	99	99	21.067
1993-01b	00 : 45 : 29.0	 + 41 : 54 : 07.6	8	N	2448994.5						RN M31N 2008-12a, RX J0045.4+4154	99	99	23.112	99	99	24.415				99	99	22.055	99	99	21.441
1993-01a	00 : 42 : 46.8	 + 41 : 13 : 40.0	1	N	2449012.5	15.4		Ha			[SI2001] 1993-12	99	99	23.395	99	99	22.431	99	99	22.629	99	99	21.822	99	99	21.133
1992-12e	00 : 43 : 03.5	 + 41 : 15 : 50.0	1	N	2448977.5	16.8		Ha			[SI2001] 1992-05	99	99	23.553	99	99	23.263	99	99	22.626	99	99	22.083	99	99	21.526
1992-12d	00 : 42 : 32.4	 + 40 : 54 : 35.0	3	N	2448977.5	16.2		Ha			[SI2001] 1992-03	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1992-12c	00 : 42 : 17.8	 + 41 : 16 : 25.0	1	N	2448977.5	17.1		Ha			[SI2001] 1992-02	99	99	23.884	99	99	23.272	99	99	22.626	99	99	22.083	99	99	21.526
1992-12a	00 : 44 : 35.2	 + 41 : 47 : 29.0	8	N	2448975.5	16.2		Ha			[SI2001] 1992-07	99	99	22.706	99	99	22.105				99	99	22.055	99	99	21.441
1992-11b	00 : 43 : 00.7	 + 41 : 14 : 39.0	1	N	2448935.58	17.2		V			[SI2001] 1992-04	99	99	23.643	99	99	23.033	99	99	22.953	99	99	22.083	99	99	21.526
1992-11a	00 : 44 : 33.9	 + 41 : 40 : 50.0	2	N	2448924.23	16.5		B			ShAl 36, [SI2001] 1992-06	99	99	23.947	99	99	21.484				99	99	22.012	99	99	21.334
1992-09a	00 : 41 : 43.93	 + 41 : 04 : 21.7	3	N	2448893.49	16.5		B				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1992-12b	00 : 41 : 53.77	 + 41 : 07 : 21.9	1	N	2448891.39	16.4		Ha			[SI2001] 1992-01	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1992-02a	00 : 45 : 29.0	 + 41 : 54 : 07.6	8	N	2448653.5						RN M31N 2008-12a, RX J0045.4+4154	99	99	23.112	99	99	24.415				99	99	22.055	99	99	21.441
1991-12b	00 : 41 : 11.1	 + 41 : 02 : 59.0	3	N	2448594.5	16.9		Ha			[SI2001] 1991-01	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1991-12a	00 : 44 : 57.3	 + 41 : 38 : 39.0	2	N	2448593.5	17.3		Ha			[SI2001] 1991-14	99	99	23.431	99	99	21.484				99	99	22.012	99	99	21.334
1991-11c	00 : 42 : 31.3	 + 41 : 01 : 27.0	3	N	2448587.5	19.4		Ha			[SI2001] 1991-04	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1991-11b	00 : 42 : 46.1	 + 41 : 16 : 42.0	1	N	2448585.5	16		Ha			[SI2001] 1991-07	99	99	22.385	99	99	21.482	99	99	21.444	99	99	20.974	99	99	20.088
1991-11a	00 : 42 : 36.1	 + 41 : 20 : 35.0	1	N	2448585.5	19.6		Ha			[SI2001] 1991-05	99	99	23.893	99	99	22.912	99	99	22.626	99	99	22.083	99	99	21.526
1991-10h	00 : 42 : 38.92	 + 41 : 15 : 21.8	1	N	2448538.3	16.3		B			ShAl 34, [SI2001] 1991-06	99	99	22.895	99	99	21.988	99	99	22.008	99	99	21.275	99	99	20.625
1991-10g	00 : 42 : 49.51	 + 41 : 15 : 52.3	1	N	2448537.4	16		B			ShAl 35, [SI2001] 1991-08	99	99	22.727	99	99	21.883	99	99	21.786	99	99	21.222	99	99	20.509
1991-10f	00 : 44 : 40.7	 + 41 : 36 : 54.0	2	N	2448530.5	18.7		Ha			[SI2001] 1991-13	99	99	23.522	99	99	21.484				99	99	22.012	99	99	21.334
1991-10e	00 : 43 : 08.3	 + 41 : 17 : 50.0	1	N	2448530.5	17.7		Ha			[SI2001] 1991-11	99	99	23.744	99	99	23.071	99	99	22.904	99	99	22.083	99	99	21.526
1991-10d	00 : 42 : 56.5	 + 41 : 25 : 43.0	1	N	2448530.5	17		Ha			[SI2001] 1991-10	99	99	23.974	99	99	24.706	99	99	22.626	99	99	22.083	99	99	21.526
1991-10c	00 : 42 : 53.9	 + 41 : 17 : 59.0	1	N	2448530.5	17.2		Ha			[SI2001] 1991-09	99	99	23.238	99	99	22.537	99	99	22.662	99	99	21.712	99	99	21.187
1991-10b	00 : 42 : 27.6	 + 41 : 21 : 42.0	1	N	2448530.5	16.1		Ha			[SI2001] 1991-03	99	99	24.141	99	99	23.114	99	99	22.626	99	99	22.083	99	99	21.526
1991-10a	00 : 42 : 15.0	 + 41 : 03 : 42.0	1	N	2448530.5	17.2		Ha			[SI2001] 1991-02	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1991-01b	00 : 43 : 33.5	 + 41 : 16 : 22.0	1	N	2448280.5	16.4		Ha			[SI2001] 1991-12	99	99	23.906	99	99	22.99	99	99	22.626	99	99	22.083	99	99	21.526
1991-01a	00 : 43 : 11.39	 + 41 : 00 : 04.8	6	N	2448260.32	15.1		B			M31 V1038	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1990-12c	00 : 42 : 14.4	 + 41 : 04 : 22.0	1	N	2448244.23	15.1		B			ShAl 33, M31 V0748	99	99	24.051	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1990-12b	00 : 43 : 52.8	 + 41 : 24 : 48.0	2	N	2448235.5	15.9		Ha			RN: M31N 1969-10a, [SI2001] 1990-15	99	99	22.761	99	99	21.484				99	99	22.025	99	99	21.597
1990-12a	00 : 43 : 16.2	 + 41 : 23 : 38.0	1	N	2448235.5	16		Ha			[SI2001] 1990-12	99	99	24.062	99	99	24.165	99	99	22.626	99	99	22.083	99	99	21.526
1990-11d	00 : 43 : 28.4	 + 41 : 30 : 41.0	2	N	2448204.5	17.7		Ha			[SI2001] 1990-13	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.334
1990-11c	00 : 43 : 37.5	 + 41 : 29 : 51.0	2	N	2448204.5	16.6		Ha			[SI2001] 1990-14	99	99	23.384	99	99	21.484				99	99	22.012	99	99	21.334
1990-11b	00 : 42 : 05.6	 + 41 : 15 : 59.0	1	N	2448204.5	18.8		Ha			[SI2001] 1990-05	99	99	24.124	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1990-11a	00 : 41 : 50.2	 + 40 : 56 : 26.0	3	N	2448204.5	18.8		Ha			[SI2001] 1990-04	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1990-10b	00 : 42 : 36.2	 + 41 : 11 : 54.0	1	N	2448188.62	17.6		B			[SI2001] 1990-07, M31 V0856	99	99	23.721	99	99	23.001	99	99	22.943	99	99	22.083	99	99	21.526
1990-10a	00 : 43 : 04.00	 + 41 : 17 : 08.1	1	N	2448177.66	16.7		B			Bryan 1990, M31 V1016	99	99	23.578	99	99	22.928	99	99	22.626	99	99	22.083	99	99	21.526
1990-09i	00 : 42 : 47.0	 + 41 : 17 : 20.0	1	N	2448161.5	19.9		Ha			RN: M31N 1984-10b, [SI2001] 1990-10	99	99	22.968	99	99	22.095	99	99	22.141	99	99	21.633	99	99	20.707
1990-09h	00 : 42 : 44.9	 + 41 : 17 : 44.0	1	N	2448161.5	15.5		Ha			[SI2001] 1990-09	99	99	23.127	99	99	22.38	99	99	22.542	99	99	21.643	99	99	20.993
1990-09g	00 : 42 : 35.5	 + 41 : 13 : 48.0	1	N	2448161.5	18.2		Ha			[SI2001] 1990-08	99	99	23.463	99	99	22.496	99	99	22.569	99	99	22.019	99	99	21.142
1990-09f	00 : 42 : 21.5	 + 41 : 15 : 30.0	1	N	2448161.5	18.2		Ha			[SI2001] 1990-06	99	99	23.936	99	99	23.179	99	99	22.626	99	99	22.083	99	99	21.526
1990-09e	00 : 41 : 16.3	 + 40 : 49 : 08.0	3	N	2448161.5	17.4		Ha			[SI2001] 1990-01	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1990-09d	00 : 41 : 31.6	 + 41 : 02 : 11.0	3	N	2448160.5	17.4		Ha			[SI2001] 1990-03	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1990-09c	00 : 41 : 26.6	 + 41 : 07 : 37.0	3	N	2448160.5	18.2		Ha			[SI2001] 1990-02	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1990-09b	00 : 43 : 15.8	 + 41 : 19 : 26.0	1	N	2448159.5	17.2		Ha			[SI2001] 1990-11	99	99	23.756	99	99	24.334	99	99	22.626	99	99	22.083	99	99	21.526
1990-09a	00 : 44 : 04.71	 + 41 : 18 : 21.7	7	N	2448151.94	17.7		R			[SI2001] 1990-16	99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
1989-10a	00 : 42 : 46.3	 + 41 : 19 : 15.0	1	N	2447819.62	17.6		B			McD89 No.5	99	99	23.645	99	99	22.711	99	99	22.809	99	99	22.083	99	99	21.465
1989-09a	00 : 42 : 55.8	 + 41 : 20 : 12.0	1	N	2447793.77	15.5		Ha			McD89 No.4	99	99	23.771	99	99	22.728	99	99	22.952	99	99	22.083	99	99	21.526
1989-08d	00 : 46 : 11.99	 + 41 : 19 : 43.2	13	N	2447768.5							99	99	23.261	99	99	22.209				22.401	0.273	99	21.917	0.301	99
1989-08c	00 : 42 : 16.6	 + 41 : 11 : 44.0	1	N	2447763.95	17.9		B			McD89 No.3	99	99	23.919	99	99	22.829	99	99	22.626	99	99	22.083	99	99	21.526
1989-08b	00 : 42 : 39.0	 + 41 : 16 : 09.0	1	N	2447763.9	19.3		B			McD89 No.2	99	99	22.799	99	99	21.929	99	99	22.023	99	99	21.152	99	99	20.487
1989-08a	00 : 43 : 18.8	 + 41 : 15 : 51.0	1	N	2447763.73	17.9		B			McD89 No.1	99	99	23.94	99	99	23.289	99	99	22.626	99	99	22.083	99	99	21.526
1988-12a	00 : 42 : 29.4	 + 41 : 17 : 02.0	1	N	2447525.66	17.4		Ha			[CSF90] 40, M31 V1093	99	99	23.701	99	99	22.894	99	99	22.921	99	99	22.083	99	99	21.429
1988-09d	00 : 42 : 34.3	 + 41 : 12 : 16.0	1	N	2447433.89	17		Ha			[CSF90] 38, M31 V0845	99	99	23.685	99	99	23.024	99	99	22.927	99	99	22.083	99	99	21.526
1988-09b	00 : 43 : 12.8	 + 41 : 15 : 45.0	1	N	2447433.76	18.6		Ha			[CSF90] 39, M31 V1039	99	99	23.619	99	99	23.105	99	99	22.949	99	99	22.083	99	99	21.526
1988-09a	00 : 43 : 02.7	 + 41 : 18 : 42.0	1	N	2447433.7	18		Ha			[CSF90] 37, M31 V1008	99	99	23.595	99	99	22.735	99	99	22.626	99	99	22.083	99	99	21.444
1987-12a	00 : 42 : 32.91	 + 41 : 15 : 14.2	1	N	2447149.6	16.8		pg			M31 V0829	99	99	23.224	99	99	22.488	99	99	22.55	99	99	21.755	99	99	21.079
1987-10a	00 : 42 : 42.6	 + 41 : 17 : 54.0	1	N	2447094.82	18.4		B			McD87 No.3	99	99	23.308	99	99	22.464	99	99	22.589	99	99	22.045	99	99	21.094
1987-09a	00 : 43 : 25.9	 + 41 : 18 : 16.0	1	N	2447055.75	19.4		B			McD87 No.1	99	99	23.264	99	99	22.371	99	99	22.146	99	99	22.031	99	99	21.526
1987-08a	00 : 42 : 24.95	 + 41 : 18 : 31.8	1	N	2447035.38	16.8		B			ShAl 32, M31 V0790	99	99	24.038	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1986-10f	00 : 38 : 59.3	 + 40 : 59 : 00.0	17	N	2446716.31	16		B			ShAl 31, M31 V0079	99	99	22.758				99	99	22.913						
1986-10e	00 : 42 : 36.5	 + 41 : 12 : 27.0	1	N	2446707.9	17.8		Ha			[CFN87] 35, M31 V0858	99	99	23.542	99	99	22.736	99	99	22.931	99	99	22.083	99	99	21.526
1986-10d	00 : 42 : 15.4	 + 41 : 16 : 46.0	1	N	2446707.85	19.3		Ha			[CFN87] 34, M31 V0750	99	99	24.068	99	99	23.087	99	99	22.626	99	99	22.083	99	99	21.526
1986-10c	00 : 42 : 29.1	 + 41 : 15 : 33.0	1	N	2446707.85	18.7		Ha			[CFN87] 33, M31 V0812	99	99	23.258	99	99	22.492	99	99	22.5	99	99	21.824	99	99	21.13
1986-10b	00 : 42 : 57.5	 + 41 : 17 : 21.0	1	N	2446706.78	17.8		Ha			[CFN87] 30, M31 V0978	99	99	23.649	99	99	22.602	99	99	22.614	99	99	22.023	99	99	21.167
1986-10a	00 : 43 : 14.18	 + 41 : 18 : 39.5	1	N	2446697.34	16.5		Ha			[CFN87] 29, R142, M31 V1042	99	99	23.826	99	99	22.975	99	99	22.626	99	99	22.083	99	99	21.526
1986-09a	00 : 42 : 41.3	 + 41 : 14 : 40.0	1	N	2446694.28	17		B			[CFN87] 31, M31 V0883	99	99	22.906	99	99	22.285	99	99	22.023	99	99	21.69	99	99	20.682
1986-08a	00 : 42 : 21.2	 + 41 : 14 : 30.0	1	N	2446658.47	16.3		Ha			[CFN87] 32, McD87 No.2, M31 V0771	99	99	23.606	99	99	22.991	99	99	22.626	99	99	22.083	99	99	21.526
1986-01a	00 : 42 : 01.14	 + 41 : 06 : 09.2	1	N	2446447	17.3		B			R141, M31 V0718	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1985-12a	00 : 43 : 02.6	 + 41 : 25 : 11.0	1	N	2446410.11	17.3		B			ShAl 21	99	99	24.117	99	99	23.259	99	99	22.626	99	99	22.083	99	99	21.526
1985-10e	00 : 43 : 05.5	 + 41 : 39 : 32.0	2	N	2446359.43	19		B			ShAl 19	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
1985-10d	00 : 42 : 40.0	 + 41 : 10 : 08.0	1	N	2446353.93	17.8		Ha			[CFN87] 28, M31 V0876	99	99	23.777	99	99	23.275	99	99	22.626	99	99	22.083	99	99	21.526
1985-10c	00 : 42 : 44.6	 + 41 : 15 : 54.0	1	N	2446350.85	15.6		B			[CFN87] 27, M31 V0905	99	99	21.48	99	99	20.961	99	99	21.051	99	99	20.542	99	99	19.896
1985-10b	00 : 43 : 13.4	 + 41 : 18 : 13.0	1	N	2446350.76	17.3		B			[CFN87] 26, R140, ShAl 20, M31 V1041	99	99	23.851	99	99	22.972	99	99	22.626	99	99	22.083	99	99	21.526
1985-10a	00 : 42 : 51.1	 + 41 : 17 : 44.0	1	N	2446341.85	17.6		B			[CFN87] 25, M31 V0948	99	99	23.182	99	99	22.375	99	99	22.514	99	99	21.708	99	99	20.993
1985-09h	00 : 41 : 33.34	 + 41 : 02 : 20.1	3	N	2446321.54	17.9		B			ShAl 18	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1985-09f	00 : 42 : 27.7	 + 41 : 07 : 11.0	1	N	2446320.95	17.6		Ha			[CFN87] 24, M31 V0807	99	99	24.04	99	99	23.986	99	99	22.626	99	99	22.083	99	99	21.526
1985-09e	00 : 42 : 34.8	 + 41 : 21 : 02.0	1	N	2446320.88	18.1		Ha			[CFN87] 23, M31 V0847	99	99	23.969	99	99	22.866	99	99	22.626	99	99	22.083	99	99	21.526
1985-09d	00 : 42 : 46.6	 + 41 : 15 : 41.0	1	N	2446320.74	16.7		Ha			[CFN87] 22, M31 V0919	99	99	22.264	99	99	21.563	99	99	21.567	99	99	22.083	99	99	20.267
1985-09c	00 : 42 : 44.5	 + 41 : 17 : 35.0	1	N	2446320.74	17.4		Ha			[CFN87] 21, M31 V0903	23.238	0.102	99	99	99	22.293	99	99	22.145	99	99	21.666	99	99	20.984
1985-09a	00 : 42 : 29.8	 + 41 : 13 : 12.0	1	N	2446311.9	16.1		Ha			[CFN87] 19, M31 V0815	99	99	23.444	99	99	22.933	99	99	22.936	99	99	22.032	99	99	21.455
1985-09b	00 : 42 : 18.0	 + 41 : 10 : 20.8	1	N	2446299.48	18.6		U			[CFN87] 20, M31 V0763	99	99	23.88	99	99	23.262	99	99	22.626	99	99	22.083	99	99	21.526
1985-09g	00 : 43 : 32.44	 + 41 : 19 : 50.9	1	N	2446299.45	18.4		B			R139, M31 V1074	99	99	23.584	99	99	22.849	99	99	22.98	99	99	22.083	99	99	21.526
1985-08b	00 : 46 : 19.22	 + 41 : 58 : 46.4	8	N	2446299.45	18.5		U				99	99	22.706	99	99	22.105				99	99	22.055	99	99	21.441
1985-08a	00 : 46 : 02.89	 + 41 : 43 : 56.7	8	N	2446299.45	18.6		U				99	99	22.706	99	99	22.105				99	99	22.055	99	99	21.441
1984-10b	00 : 42 : 46.1	 + 41 : 17 : 15.0	1	N	2446004.7	15.4		Ha			[CFN87] 18, R138, M31 V0916	99	99	22.827	99	99	21.893	99	99	22.109	99	99	21.616	99	99	20.634
1984-10a	00 : 42 : 32.9	 + 41 : 20 : 21.0	1	N	2445993.26	15.5		Ha			[CFN87] 17, M31 V0835	99	99	23.964	99	99	24.724	99	99	22.626	99	99	22.083	99	99	21.526
1984-09b	00 : 42 : 49.0	 + 41 : 17 : 02.0	1	N	2445973.86	16.8		Ha			[CFN87] 16, M31 V0931	99	99	22.852	99	99	21.867	99	99	22.034	99	99	21.216	99	99	20.572
1984-09a	00 : 42 : 46.1	 + 41 : 20 : 36.0	1	N	2445944.84	16.3		Ha			[CFN87] 15, M31 V0917	99	99	23.948	99	99	22.996	99	99	22.626	99	99	22.083	99	99	21.526
1984-08a	00 : 44 : 19.34	 + 41 : 36 : 24.3	2	N	2445940.45	19.3		B				99	99	23.241	99	99	21.484				99	99	22.012	99	99	21.334
1984-07a	00 : 42 : 47.15	 + 41 : 16 : 19.6	1	N	2445909	17.6		B			R137, M31 V0922	99	99	22.347	99	99	21.634	99	99	21.485	99	99	20.871	99	99	20.063
1983-12a	00 : 42 : 33.71	 + 41 : 20 : 18.1	1	N	2445674	16		B			R136, M31 V0838	99	99	23.988	99	99	22.732	99	99	22.626	99	99	22.083	99	99	21.526
1983-10e	00 : 42 : 47.60	 + 41 : 21 : 01.0	1	N	2445639	17.8		B			R135, M31 V0928	99	99	23.974	99	99	23.267	99	99	22.626	99	99	22.083	99	99	21.526
1983-10d	00 : 43 : 31.5	 + 41 : 24 : 16.0	1	N	2445617.97	16.5		Ha			[CFN87] 14, M31 V1072	99	99	23.633	99	99	21.484	99	99	22.626	99	99	22.012	99	99	21.334
1983-10c	00 : 42 : 32.6	 + 41 : 14 : 37.0	1	N	2445617.68	16.2		Ha			[CFN87] 12, M31 V0836	99	99	23.498	99	99	22.618	99	99	22.551	99	99	22.036	99	99	21.196
1983-10b	00 : 42 : 42.1	 + 41 : 19 : 33.0	1	N	2445613.49	15		Ha			[CFN87] 13, ShAl 17, M31 V0889	99	99	23.83	99	99	23.023	99	99	22.626	99	99	22.083	99	99	21.526
1983-10a	00 : 42 : 50.7	 + 41 : 17 : 37.0	1	N	2445613.39	14.3		Ha			[CFN87] 11, M31 V0946	99	99	23.184	99	99	22.49	99	99	22.515	99	99	21.679	99	99	21.041
1983-09e	00 : 43 : 37.6	 + 41 : 10 : 44.0	1	N	2445593.42	16.3		B			ShAl 30, M31 V1080	99	99	23.411	99	99	22.606	99	99	22.637	99	99	22.083	99	99	21.526
1983-09d	00 : 42 : 44.4	 + 41 : 16 : 02.0	1	N	2445586.84	13.9		Ha			[CFN87] 7, M31 V0902	99	99	22.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	19.519
1983-09c	00 : 43 : 18.2	 + 41 : 20 : 55.0	1	N	2445586.94	17.1		Ha			[CFN87] 9, M31 V1050	99	99	23.945	99	99	22.722	99	99	22.626	99	99	22.083	99	99	21.526
1983-09b	00 : 43 : 20.4	 + 41 : 20 : 50.0	1	N	2445586.47	16.9		Ha			[CFN87] 10, R133, M31 V1056	99	99	23.956	99	99	24.161	99	99	22.626	99	99	22.083	99	99	21.526
1983-09a	00 : 42 : 42.9	 + 41 : 11 : 32.0	1	N	2445586.47	17.1		Ha			[CFN87] 8, R134, M31 V0892	99	99	23.705	99	99	23.16	99	99	22.929	99	99	22.083	99	99	21.526
1983-08a	00 : 43 : 16.8	 + 41 : 20 : 50.0	1	N	2445549.31	16.5		B			ShAl 29, M31 V1048	99	99	23.84	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1983-01a	00 : 42 : 10.0	 + 41 : 08 : 43.0	1	N	2445342.67	15.1		pg			M31 V0736	99	99	24.114	99	99	23.373	99	99	22.626	99	99	22.083	99	99	21.526
1982-12a	00 : 43 : 53.7	 + 41 : 34 : 04.0	2	N	2445316.22	16		B			ShAl 28, M31 V1097	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.334
1982-09f	00 : 42 : 57.25	 + 41 : 09 : 48.4	1	N	2445239.41	18.4		B			R132, M31 V0975	99	99	24.015	99	99	23.383	99	99	22.626	99	99	22.083	99	99	21.526
1982-09e	00 : 43 : 08.2	 + 41 : 17 : 33.0	1	N	2445228.7	17.1		Ha			[CFN87] 6, R129, M31 V1029	99	99	23.623	99	99	22.863	99	99	22.626	99	99	22.083	99	99	21.526
1982-09d	00 : 42 : 40.0	 + 41 : 19 : 13.0	1	N	2445227.74	15.5		Ha			[CFN87] 5, R130, M31 V0874	99	99	23.607	99	99	22.974	99	99	22.923	99	99	22.083	99	99	21.526
1982-09c	00 : 42 : 58.7	 + 41 : 24 : 32.0	1	N	2445226.81	16.3		Ha			[CFN87] 3, R131, M31 V0988	99	99	24.111	99	99	23.324	99	99	22.626	99	99	22.083	99	99	21.526
1982-09b	00 : 42 : 35.0	 + 41 : 13 : 22.0	1	N	2445225.01	16.7		Ha			[CFN87] 2, M31 V0850	99	99	23.478	99	99	22.517	99	99	22.607	99	99	22.018	99	99	21.454
1982-09a	00 : 42 : 42.7	 + 41 : 15 : 15.0	1	N	2445224.81	15.7		Ha			[CFN87] 1, M31 V0891	99	99	22.666	99	99	21.862	99	99	21.785	99	99	21.164	99	99	20.439
